item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000075,ORD000392,PROD0498,5,24200.25,23
ITEM000077,ORD000934,PROD0212,4,28422.02,27
ITEM000078,ORD000688,PROD0059,2,10881.82,35
ITEM000079,ORD001112,PROD0224,4,40557.68,43
ITEM000080,ORD000581,PROD0360,5,49557.89,6
ITEM000081,ORD000213,PROD0046,1,49288.12,31
ITEM000084,ORD000962,PROD0487,1,60847.51,29
ITEM000085,ORD000811,PROD0004,3,9538.05,17
ITEM000086,ORD000542,PROD0158,4,27600.94,26
ITEM000087,ORD000054,PROD0079,3,36313.71,47
ITEM000088,ORD000687,PROD0088,5,6759.41,25
ITEM000089,ORD000806,PROD0425,1,9248.88,8
ITEM000090,ORD000800,PROD0373,2,16178.9,10
ITEM000091,ORD000204,PROD0364,2,21362.23,50
ITEM000092,ORD000533,PROD0429,5,36741.18,5
ITEM000093,ORD000896,PROD0006,5,53138.82,34
ITEM000094,ORD000162,PROD0293,-4,12652.23,29
ITEM000095,ORD000734,PROD0096,2,37384.7,12
ITEM000096,ORD000503,PROD0372,4,52038.94,17
ITEM000097,ORD000295,PROD0322,1,9295.0,6
ITEM000098,ORD000252,PROD0055,2,63016.79,5
ITEM000099,ORD000741,PROD0468,2,24805.74,1
ITEM000100,ORD000997,PROD0492,1,33299.09,20
ITEM000101,ORD000924,PROD0414,2,30739.23,11
ITEM000102,ORD000065,PROD0061,3,18389.82,39
ITEM000103,ORD000011,PROD0082,5,30594.11,12
ITEM000104,ORD001098,PROD0012,5,4796.35,23
ITEM000106,ORD000549,PROD0141,4,3512.29,45
ITEM000107,ORD000603,PROD0240,4,67067.89,12
ITEM000108,ORD000406,PROD0352,3,53227.04,50
ITEM000109,ORD000639,PROD0085,2,59418.19,28
ITEM000110,ORD000557,PROD0418,3,4454.66,27
ITEM000111,ORD000723,PROD0192,1,14152.06,32
ITEM000112,ORD000840,PROD0151,5,57252.49,33
ITEM000113,ORD000062,PROD0059,2,11077.86,11
ITEM000116,ORD000477,PROD0288,1,55230.2,33
ITEM000117,ORD001149,PROD0143,5,61262.85,42
ITEM000118,ORD000864,PROD0350,4,9803.98,12
ITEM000119,ORD001012,PROD0256,1,33814.78,7
ITEM000120,ORD000670,PROD0303,4,38148.68,1
ITEM000121,ORD001180,PROD0003,4,10721.7,25
ITEM000122,ORD001093,PROD0471,5,28187.41,4
ITEM000123,ORD000851,PROD0371,3,58812.66,25
ITEM000124,ORD000642,PROD0253,5,51640.88,29
ITEM000125,ORD000249,PROD0432,3,52343.57,14
ITEM000126,ORD000022,PROD0072,1,60070.57,46
ITEM000127,ORD000349,PROD0046,2,55540.22,34
ITEM000128,ORD000108,PROD0133,1,62573.57,4
ITEM000129,ORD000778,PROD0139,2,33270.66,7
ITEM000130,ORD000304,PROD0386,5,26858.33,26
ITEM000131,ORD000251,PROD0268,5,48596.44,31
ITEM000132,ORD000660,PROD0396,4,44610.25,18
ITEM000133,ORD000723,PROD0286,2,7581.04,13
ITEM000134,ORD000154,PROD0498,4,21430.41,13
ITEM000135,ORD000789,PROD0097,4,32363.13,37
ITEM000136,ORD001053,PROD0440,3,35972.53,29
ITEM000137,ORD001034,PROD0055,2,53836.25,28
ITEM000139,ORD001183,PROD0332,1,32090.66,47
ITEM000140,ORD000034,PROD0458,4,34144.23,42
ITEM000141,ORD000721,PROD0136,1,40878.1,27
ITEM000144,ORD000362,PROD0305,3,31385.59,27
ITEM000145,ORD000103,PROD0331,2,46061.91,3
ITEM000147,ORD000829,PROD0201,4,64331.35,44
ITEM000149,ORD000007,PROD0049,2,52421.91,30
ITEM000150,ORD000489,PROD0088,3,6589.54,21
ITEM000151,ORD000291,PROD0493,1,52960.97,1
ITEM000152,ORD000541,PROD0452,1,50616.05,0
ITEM000153,ORD000971,PROD0299,1,58061.25,7
ITEM000154,ORD000036,PROD0291,3,51252.09,10
ITEM000155,ORD000193,PROD0052,3,4329.18,31
ITEM000156,ORD001118,PROD0132,4,20793.69,22
ITEM000158,ORD000553,PROD0352,5,51694.02,26
ITEM000159,ORD000291,PROD0183,4,6811.15,44
ITEM000160,ORD000737,PROD0106,1,5984.7,40
ITEM000161,ORD000561,PROD0450,5,42914.01,33
ITEM000162,ORD000715,PROD0455,3,4786.54,17
ITEM000163,ORD000085,PROD0297,5,56593.97,7
ITEM000164,ORD000932,PROD0291,3,58203.04,31
ITEM000165,ORD000302,PROD0239,2,35772.67,35
ITEM000166,ORD000622,PROD0250,3,39119.32,29
ITEM000167,ORD000580,PROD0423,5,40151.74,0
ITEM000168,ORD000002,PROD0026,3,60222.4,50
ITEM000169,ORD001149,PROD0080,1,9371.69,46
ITEM000170,ORD001199,PROD0471,1,23100.56,22
ITEM000171,ORD000792,PROD0217,4,37736.07,16
ITEM000172,ORD000637,PROD0089,5,17401.76,37
ITEM000173,ORD000409,PROD0129,2,40157.69,19
ITEM000174,ORD001161,PROD0475,4,28142.55,27
ITEM000175,ORD001079,PROD0227,3,16192.89,22
ITEM000176,ORD000876,PROD0239,4,37790.94,35
ITEM000177,ORD000863,PROD0046,2,47590.4,15
ITEM000178,ORD000765,PROD0066,5,5739.23,18
ITEM000179,ORD000805,PROD0065,4,42199.76,48
ITEM000180,ORD000943,PROD0430,1,28555.21,41
ITEM000181,ORD000200,PROD0421,3,26421.28,3
ITEM000182,ORD001198,PROD0346,5,44628.94,13
ITEM000183,ORD001152,PROD0380,4,48022.56,40
ITEM000184,ORD000617,PROD0322,3,10292.18,31
ITEM000185,ORD000412,PROD0059,-1,11685.53,7
ITEM000186,ORD000507,PROD0105,1,35721.82,28
ITEM000187,ORD000250,PROD0154,4,21348.03,15
ITEM000188,ORD001120,PROD0134,5,45172.18,39
ITEM000189,ORD000300,PROD0326,1,27490.41,42
ITEM000190,ORD001048,PROD0380,5,42560.5,18
ITEM000191,ORD001010,PROD0189,3,51680.67,6
ITEM000192,ORD000871,PROD0076,1,32792.84,24
ITEM000194,ORD000727,PROD0493,2,57879.61,17
ITEM000196,ORD001076,PROD0200,5,8173.42,22
ITEM000197,ORD001154,PROD0174,4,69481.65,17
ITEM000199,ORD000967,PROD0311,2,40657.94,49
ITEM000200,ORD000531,PROD0067,3,44683.42,37
ITEM000201,ORD000827,PROD0035,-1,47306.48,14
ITEM000202,ORD000218,PROD0256,4,31791.98,49
ITEM000203,ORD000485,PROD0054,2,28395.42,26
ITEM000204,ORD000127,PROD0314,3,32419.83,4
ITEM000205,ORD000767,PROD0311,1,33955.13,44
ITEM000206,ORD000273,PROD0327,5,24555.46,31
ITEM000207,ORD000586,PROD0116,2,20107.78,33
ITEM000208,ORD000394,PROD0045,-5,5972.07,6
ITEM000210,ORD000698,PROD0095,5,25677.2,36
ITEM000211,ORD001026,PROD0181,3,38887.57,8
ITEM000212,ORD000899,PROD0219,4,14886.05,8
ITEM000213,ORD000611,PROD0052,1,3930.45,34
ITEM000214,ORD000459,PROD0421,3,23048.45,45
ITEM000215,ORD000324,PROD0496,3,39562.13,33
ITEM000216,ORD001025,PROD0160,4,34045.42,7
ITEM000217,ORD000539,PROD0335,1,15125.84,12
ITEM000218,ORD000122,PROD0072,2,57949.51,48
ITEM000219,ORD000128,PROD0121,4,59973.55,39
ITEM000220,ORD000073,PROD0178,1,19355.98,39
ITEM000221,ORD001130,PROD0246,2,2659.08,2
ITEM000222,ORD000462,PROD0333,3,39960.97,14
ITEM000223,ORD000114,PROD0014,2,38377.13,43
ITEM000224,ORD000038,PROD0283,4,34744.61,44
ITEM000225,ORD000875,PROD0282,2,39345.73,39
ITEM000226,ORD000754,PROD0181,2,43111.31,15
ITEM000227,ORD000021,PROD0117,4,13656.56,50
ITEM000228,ORD000094,PROD0411,1,41847.97,3
ITEM000229,ORD000260,PROD0225,2,2828.08,38
ITEM000230,ORD000501,PROD0150,2,22871.42,7
ITEM000231,ORD000157,PROD0129,5,47043.22,22
ITEM000232,ORD000452,PROD0228,3,47529.79,18
ITEM000233,ORD000501,PROD0270,3,49772.71,6
ITEM000234,ORD000842,PROD0362,5,34894.19,8
ITEM000235,ORD001067,PROD0119,3,54279.55,23
ITEM000236,ORD000291,PROD0019,2,6462.79,29
ITEM000237,ORD000044,PROD0256,1,35595.52,19
ITEM000238,ORD000174,PROD0031,3,35630.25,1
ITEM000239,ORD000788,PROD0228,1,42132.43,42
ITEM000240,ORD000108,PROD0339,3,60304.15,1
ITEM000241,ORD000689,PROD0473,3,62575.41,48
ITEM000242,ORD000889,PROD0444,4,71276.3,48
ITEM000243,ORD000224,PROD0284,4,22179.74,18
ITEM000244,ORD001096,PROD0238,4,40201.88,33
ITEM000245,ORD000781,PROD0240,2,50172.53,43
ITEM000246,ORD000176,PROD0128,5,5021.69,2
ITEM000247,ORD000741,PROD0138,3,15123.04,38
ITEM000249,ORD000036,PROD0226,1,64210.71,30
ITEM000250,ORD001140,PROD0112,4,50074.64,17
ITEM000251,ORD001130,PROD0161,1,59596.72,50
ITEM000252,ORD001014,PROD0066,2,5014.51,39
ITEM000253,ORD000477,PROD0059,1,11347.31,28
ITEM000254,ORD000086,PROD0284,2,20867.18,16
ITEM000255,ORD000034,PROD0348,3,7396.71,15
ITEM000256,ORD000159,PROD0260,4,22512.31,13
ITEM000257,ORD000761,PROD0425,4,8828.16,18
ITEM000258,ORD000669,PROD0311,3,34916.77,41
ITEM000259,ORD000603,PROD0319,1,45502.45,9
ITEM000260,ORD000053,PROD0055,5,52962.42,45
ITEM000261,ORD001041,PROD0402,5,6999.12,24
ITEM000262,ORD000067,PROD0337,2,42795.18,5
ITEM000263,ORD000460,PROD0290,5,27004.95,46
ITEM000264,ORD000249,PROD0434,5,21443.05,42
ITEM000265,ORD000904,PROD0163,3,54275.79,15
ITEM000266,ORD000742,PROD0119,4,68242.4,44
ITEM000267,ORD000840,PROD0186,1,5943.62,23
ITEM000268,ORD000472,PROD0230,4,4496.31,8
ITEM000269,ORD000502,PROD0398,4,16849.73,38
ITEM000270,ORD000588,PROD0175,3,30954.91,32
ITEM000271,ORD001180,PROD0254,2,45797.17,0
ITEM000272,ORD000858,PROD0135,5,38163.38,6
ITEM000273,ORD000070,PROD0427,-4,21024.91,4
ITEM000274,ORD001085,PROD0471,4,25776.1,25
ITEM000276,ORD000221,PROD0370,1,1030.94,28
ITEM000277,ORD000922,PROD0380,4,42516.23,8
ITEM000278,ORD001044,PROD0043,2,21807.9,23
ITEM000279,ORD000929,PROD0195,3,58476.69,37
ITEM000280,ORD000199,PROD0119,3,51300.79,33
ITEM000281,ORD001188,PROD0261,4,62070.37,48
ITEM000282,ORD000294,PROD0022,2,36412.31,39
ITEM000284,ORD000347,PROD0148,3,36134.45,14
ITEM000285,ORD000289,PROD0050,2,36797.74,10
ITEM000286,ORD000082,PROD0492,5,30937.89,31
ITEM000287,ORD000053,PROD0190,2,44639.13,27
ITEM000288,ORD001067,PROD0065,4,37560.62,45
ITEM000289,ORD000246,PROD0228,4,38194.79,8
ITEM000290,ORD000239,PROD0496,3,41571.81,14
ITEM000291,ORD000670,PROD0081,5,5992.41,47
ITEM000292,ORD000152,PROD0362,3,34399.61,6
ITEM000293,ORD001068,PROD0163,2,55677.66,40
ITEM000294,ORD000017,PROD0126,2,64073.62,14
ITEM000295,ORD000544,PROD0241,2,56518.91,31
ITEM000296,ORD000407,PROD0326,1,27787.82,47
ITEM000297,ORD000890,PROD0035,4,40184.71,11
ITEM000298,ORD000539,PROD0315,4,12378.99,22
ITEM000299,ORD000369,PROD0450,3,48625.16,42
ITEM000300,ORD000804,PROD0307,3,47794.86,14
ITEM000301,ORD000589,PROD0215,4,52298.45,7
ITEM000302,ORD000654,PROD0339,1,54040.15,8
ITEM000304,ORD001040,PROD0111,4,56454.0,16
ITEM000305,ORD000843,PROD0201,4,55593.15,3
ITEM000306,ORD000449,PROD0174,1,62077.39,36
ITEM000307,ORD001098,PROD0106,1,5433.03,21
ITEM000308,ORD001106,PROD0011,1,24279.67,45
ITEM000309,ORD000723,PROD0393,5,54945.85,13
ITEM000310,ORD000407,PROD0081,5,6486.92,18
ITEM000311,ORD000766,PROD0170,4,36202.0,0
ITEM000312,ORD000042,PROD0387,5,16155.58,31
ITEM000313,ORD000580,PROD0155,1,53884.12,15
ITEM000314,ORD000254,PROD0417,4,21522.24,47
ITEM000315,ORD000174,PROD0040,1,51288.27,46
ITEM000316,ORD000031,PROD0381,5,40747.55,47
ITEM000317,ORD000802,PROD0100,5,14214.79,27
ITEM000318,ORD000048,PROD0155,3,43592.99,41
ITEM000319,ORD000772,PROD0150,4,26329.62,35
ITEM000320,ORD000583,PROD0465,5,13064.59,31
ITEM000322,ORD000814,PROD0395,2,642.34,6
ITEM000323,ORD000681,PROD0074,1,43732.75,31
ITEM000324,ORD000172,PROD0073,4,23568.46,46
ITEM000325,ORD000477,PROD0031,4,34806.2,21
ITEM000326,ORD000075,PROD0165,5,56736.06,17
ITEM000327,ORD001152,PROD0407,4,4688.74,41
ITEM000328,ORD000945,PROD0363,4,10229.32,46
ITEM000329,ORD000216,PROD0218,1,69637.02,10
ITEM000330,ORD000249,PROD0086,2,34998.82,2
ITEM000331,ORD001015,PROD0088,5,7905.23,35
ITEM000332,ORD000019,PROD0152,1,6653.58,43
ITEM000333,ORD000661,PROD0315,3,12093.77,18
ITEM000334,ORD000419,PROD0412,5,44430.1,38
ITEM000335,ORD000948,PROD0108,3,41878.67,8
ITEM000336,ORD000971,PROD0006,3,45759.07,4
ITEM000337,ORD000012,PROD0160,2,29375.51,29
ITEM000338,ORD000126,PROD0320,4,7643.58,40
ITEM000339,ORD000463,PROD0177,1,32913.75,27
ITEM000340,ORD000627,PROD0189,5,55228.16,35
ITEM000341,ORD000415,PROD0040,5,51691.75,17
ITEM000342,ORD001155,PROD0053,2,39529.65,49
ITEM000344,ORD000970,PROD0108,-2,35985.71,13
ITEM000345,ORD000301,PROD0074,2,41200.87,4
ITEM000346,ORD000107,PROD0071,5,39298.53,30
ITEM000347,ORD001025,PROD0390,1,57466.08,49
ITEM000348,ORD000972,PROD0182,3,14376.17,5
ITEM000349,ORD000439,PROD0490,2,54468.96,45
ITEM000350,ORD000896,PROD0287,4,43950.53,43
ITEM000351,ORD000892,PROD0334,3,25304.28,29
ITEM000352,ORD000709,PROD0373,4,17453.27,12
ITEM000353,ORD000367,PROD0478,1,34404.45,12
ITEM000356,ORD000519,PROD0141,1,4416.14,45
ITEM000357,ORD000931,PROD0252,2,66486.1,48
ITEM000358,ORD000213,PROD0020,-3,42804.97,9
ITEM000359,ORD000363,PROD0446,2,52282.41,7
ITEM000360,ORD000128,PROD0161,1,59982.49,12
ITEM000361,ORD000035,PROD0171,3,18398.34,37
ITEM000362,ORD000751,PROD0265,1,57975.12,42
ITEM000363,ORD000134,PROD0099,5,56937.07,11
ITEM000364,ORD000565,PROD0312,2,14746.87,40
ITEM000365,ORD000007,PROD0160,3,29622.05,29
ITEM000366,ORD000177,PROD0290,4,29303.24,11
ITEM000367,ORD000381,PROD0163,5,45214.66,10
ITEM000368,ORD000446,PROD0327,3,30236.27,15
ITEM000369,ORD000392,PROD0383,2,48914.99,18
ITEM000371,ORD000363,PROD0152,3,6588.71,31
ITEM000372,ORD000745,PROD0179,5,50569.59,10
ITEM000373,ORD001199,PROD0198,2,15896.41,44
ITEM000374,ORD000592,PROD0107,3,6793.39,47
ITEM000375,ORD000186,PROD0263,2,35625.99,2
ITEM000376,ORD001059,PROD0338,2,20912.52,20
ITEM000377,ORD000774,PROD0338,5,19970.81,6
ITEM000378,ORD000017,PROD0082,4,25685.26,6
ITEM000379,ORD000734,PROD0157,2,21544.09,1
ITEM000380,ORD000935,PROD0304,5,53801.47,30
ITEM000381,ORD000518,PROD0371,3,54261.41,25
ITEM000382,ORD000480,PROD0391,5,58183.84,17
ITEM000383,ORD000821,PROD0304,1,45075.5,19
ITEM000384,ORD001074,PROD0102,5,37300.73,21
ITEM000385,ORD000111,PROD0497,1,24298.6,22
ITEM000386,ORD000339,PROD0236,1,12092.54,11
ITEM000387,ORD000165,PROD0095,2,22839.88,46
ITEM000388,ORD001138,PROD0433,-3,46421.03,6
ITEM000389,ORD000808,PROD0358,2,15758.24,29
ITEM000390,ORD000197,PROD0199,2,988.59,25
ITEM000391,ORD000580,PROD0420,4,3450.71,22
ITEM000392,ORD000056,PROD0114,5,2049.05,23
ITEM000393,ORD000004,PROD0313,5,48225.45,41
ITEM000394,ORD001024,PROD0097,1,34843.3,21
ITEM000395,ORD000369,PROD0218,2,62288.44,30
ITEM000396,ORD000864,PROD0092,2,15819.4,6
ITEM000397,ORD000170,PROD0178,1,18236.33,0
ITEM000398,ORD000264,PROD0295,5,51022.9,31
ITEM000399,ORD000823,PROD0217,1,39862.73,40
ITEM000400,ORD000923,PROD0258,3,46715.49,34
ITEM000401,ORD000229,PROD0403,2,24530.6,24
ITEM000402,ORD000164,PROD0077,1,37129.2,37
ITEM000403,ORD001055,PROD0417,5,23940.96,3
ITEM000404,ORD000082,PROD0063,4,38026.26,38
ITEM000405,ORD000517,PROD0218,3,69834.54,1
ITEM000406,ORD000367,PROD0151,3,53908.03,19
ITEM000407,ORD000229,PROD0183,1,6439.91,11
ITEM000408,ORD000194,PROD0065,2,41783.28,17
ITEM000409,ORD000939,PROD0353,5,26680.91,46
ITEM000410,ORD001166,PROD0235,1,60447.99,9
ITEM000411,ORD000208,PROD0196,5,37900.78,40
ITEM000412,ORD000866,PROD0206,1,49259.56,46
ITEM000413,ORD000163,PROD0429,4,42376.48,36
ITEM000415,ORD000767,PROD0294,4,15569.6,17
ITEM000416,ORD000381,PROD0142,5,22912.89,11
ITEM000417,ORD000559,PROD0003,4,10543.81,42
ITEM000418,ORD000547,PROD0237,5,49089.6,6
ITEM000419,ORD000038,PROD0364,3,21235.53,46
ITEM000420,ORD000944,PROD0302,4,6182.71,24
ITEM000421,ORD001143,PROD0007,3,3362.29,28
ITEM000422,ORD001022,PROD0108,5,41309.72,16
ITEM000423,ORD001171,PROD0496,1,39395.21,22
ITEM000424,ORD001085,PROD0190,3,37003.38,43
ITEM000425,ORD000320,PROD0320,5,8416.56,27
ITEM000426,ORD000048,PROD0385,3,46206.62,15
ITEM000427,ORD001101,PROD0068,4,1453.83,6
ITEM000428,ORD000433,PROD0057,5,23343.81,49
ITEM000429,ORD000822,PROD0282,4,40714.32,38
ITEM000430,ORD000744,PROD0323,1,37001.38,40
ITEM000431,ORD000651,PROD0258,5,40145.08,25
ITEM000432,ORD000951,PROD0147,4,67675.62,25
ITEM000433,ORD001091,PROD0425,3,9466.59,43
ITEM000434,ORD000786,PROD0298,4,25408.98,40
ITEM000435,ORD000460,PROD0071,5,46396.16,38
ITEM000436,ORD000838,PROD0485,1,3071.48,36
ITEM000437,ORD000187,PROD0488,-3,49883.81,50
ITEM000438,ORD001131,PROD0262,2,49988.55,23
ITEM000439,ORD000491,PROD0090,4,66476.8,20
ITEM000440,ORD000133,PROD0458,1,39460.09,15
ITEM000441,ORD000909,PROD0124,2,64039.78,7
ITEM000442,ORD000679,PROD0447,2,41885.64,4
ITEM000444,ORD000855,PROD0491,3,4436.98,45
ITEM000446,ORD000816,PROD0425,1,9634.55,32
ITEM000447,ORD000902,PROD0220,1,51773.05,48
ITEM000448,ORD000229,PROD0370,2,956.75,9
ITEM000450,ORD001007,PROD0386,2,22352.4,44
ITEM000451,ORD000923,PROD0359,3,58944.01,48
ITEM000452,ORD001069,PROD0148,1,32188.17,23
ITEM000453,ORD000629,PROD0484,2,42416.55,45
ITEM000454,ORD000604,PROD0080,2,9856.66,24
ITEM000455,ORD000467,PROD0015,2,45997.61,0
ITEM000456,ORD001042,PROD0382,5,52778.46,10
ITEM000457,ORD000320,PROD0301,5,61465.02,31
ITEM000458,ORD001076,PROD0247,2,34691.82,42
ITEM000459,ORD000702,PROD0116,3,18314.44,38
ITEM000460,ORD000245,PROD0333,2,42001.32,40
ITEM000461,ORD001074,PROD0460,2,20700.97,2
ITEM000462,ORD000203,PROD0488,3,44973.8,34
ITEM000464,ORD000502,PROD0132,2,22038.28,15
ITEM000465,ORD000935,PROD0091,1,43373.14,17
ITEM000466,ORD000390,PROD0376,1,4661.87,19
ITEM000467,ORD000467,PROD0125,5,35817.24,6
ITEM000468,ORD000105,PROD0164,1,33510.29,5
ITEM000469,ORD000205,PROD0278,5,28866.15,36
ITEM000471,ORD000935,PROD0001,3,8557.48,31
ITEM000472,ORD000674,PROD0260,4,29471.02,19
ITEM000473,ORD001090,PROD0128,3,5006.84,19
ITEM000474,ORD000229,PROD0388,2,280.12,32
ITEM000475,ORD000335,PROD0092,1,16572.9,6
ITEM000476,ORD000908,PROD0176,5,46851.13,6
ITEM000477,ORD000437,PROD0158,5,35240.01,30
ITEM000478,ORD000615,PROD0475,5,30806.68,20
ITEM000479,ORD000812,PROD0403,2,25116.72,10
ITEM000480,ORD001058,PROD0243,5,20083.81,17
ITEM000481,ORD000539,PROD0242,3,43053.82,46
ITEM000482,ORD000646,PROD0231,3,3067.49,26
ITEM000484,ORD000936,PROD0393,-3,67805.29,13
ITEM000485,ORD000525,PROD0151,-3,53583.04,24
ITEM000486,ORD001147,PROD0379,2,7930.9,28
ITEM000487,ORD000219,PROD0039,2,48916.05,46
ITEM000488,ORD000095,PROD0400,4,27626.22,31
ITEM000489,ORD000769,PROD0031,1,35161.33,34
ITEM000490,ORD000583,PROD0057,4,22600.74,20
ITEM000491,ORD000848,PROD0423,2,41409.5,36
ITEM000492,ORD000181,PROD0225,2,3042.63,42
ITEM000493,ORD001088,PROD0419,3,47964.27,49
ITEM000494,ORD000643,PROD0491,3,4313.48,13
ITEM000495,ORD000960,PROD0117,4,11069.07,45
ITEM000496,ORD000048,PROD0072,1,52850.6,31
ITEM000497,ORD001083,PROD0031,5,37696.92,2
ITEM000498,ORD000670,PROD0405,5,8807.22,40
ITEM000499,ORD000155,PROD0290,1,28205.39,34
ITEM000501,ORD000150,PROD0393,4,63121.34,47
ITEM000502,ORD000677,PROD0038,2,600.31,33
ITEM000503,ORD000886,PROD0456,1,57939.53,39
ITEM000504,ORD000039,PROD0005,2,6480.08,14
ITEM000505,ORD000669,PROD0273,4,16213.87,36
ITEM000506,ORD001182,PROD0079,2,32838.72,11
ITEM000507,ORD001093,PROD0309,1,53336.45,4
ITEM000508,ORD000646,PROD0476,2,25061.61,10
ITEM000509,ORD000556,PROD0120,2,4216.16,28
ITEM000510,ORD000769,PROD0014,4,38312.22,13
ITEM000512,ORD000191,PROD0497,2,23002.61,33
ITEM000513,ORD000430,PROD0062,4,39266.73,20
ITEM000514,ORD000431,PROD0047,5,54462.42,7
ITEM000515,ORD000034,PROD0004,4,9224.01,6
ITEM000516,ORD000635,PROD0429,1,43024.19,19
ITEM000517,ORD000173,PROD0334,4,19354.3,17
ITEM000518,ORD000663,PROD0024,2,32619.73,0
ITEM000519,ORD000319,PROD0072,4,46760.2,13
ITEM000520,ORD000601,PROD0191,5,31645.84,11
ITEM000521,ORD001063,PROD0495,2,36038.71,11
ITEM000522,ORD000225,PROD0403,-2,22081.55,25
ITEM000523,ORD000544,PROD0319,-3,45196.66,1
ITEM000524,ORD000071,PROD0377,2,32845.68,24
ITEM000525,ORD001076,PROD0087,2,13462.06,14
ITEM000526,ORD000136,PROD0058,4,28588.37,34
ITEM000527,ORD000002,PROD0160,4,37732.44,8
ITEM000528,ORD001106,PROD0188,5,10101.14,31
ITEM000529,ORD001170,PROD0101,2,56970.91,9
ITEM000530,ORD000169,PROD0381,1,42579.35,39
ITEM000531,ORD000464,PROD0129,2,41540.76,45
ITEM000532,ORD001065,PROD0265,5,55466.37,8
ITEM000533,ORD000768,PROD0339,2,63250.32,2
ITEM000534,ORD000789,PROD0324,1,10593.06,0
ITEM000535,ORD000070,PROD0428,2,30933.54,36
ITEM000536,ORD000705,PROD0097,5,40939.27,29
ITEM000537,ORD001118,PROD0226,1,58846.55,32
